username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-12-14 22:31:39.273077,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,60fdfd5161f0ed7312c22e65,,,1,1,-1,-3,1,-2,1,1,1,1,,-2,1,1,-2,-2,24,8,6,24,35,,44,28,,190,3m:10s,AnonymousUser,60fdfd5161f0ed7312c22e65,64413b954466c8a7f2cb51d1,657b822704aae1c6a7ad9029,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=60fdfd5161f0ed7312c22e65&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b822704aae1c6a7ad9029,1,24,2,32,3,38,4,117,6,170,,82,5,142,19632,,,,,7,,,,,,,,,,,,None,24cf214f-e7f6-4a26-b75b-5b413e6b63c1,,
﻿,0,,,2023-12-14 22:39:30.975905,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60fdd0bba532df1a71c72c5e,,,1,1,-1,1,1,1,-2,1,1,-2,,-2,-1,-1,-3,-1,4,5,2,,23,23,19,25,,120,2m:0s,AnonymousUser,60fdd0bba532df1a71c72c5e,64413a0d54e71805ea2a1795,657b8416b3b3726e63bb04fe,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60fdd0bba532df1a71c72c5e&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657b8416b3b3726e63bb04fe,1,4,2,9,3,58,6,103,,11,4,34,5,77,19633,,,,,7,,,,,,,,,,,,None,69936c50-25da-4372-b89d-6354a87dc6e8,,
﻿,0,,,2023-12-14 23:11:13.234117,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,639794c01eaea47bc42566a3,,,1,1,1,1,-1,-2,1,1,1,-3,,1,1,-1,1,-1,40,37,26,84,,303,118,84,,772,12m:52s,AnonymousUser,639794c01eaea47bc42566a3,64413b04f9885d4cc8821c4a,657b8b5b1d7f071b8def44ff,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=639794c01eaea47bc42566a3&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657b8b5b1d7f071b8def44ff,1,40,2,77,3,406,5,524,6,103,4,692,,608,19634,,,,,7,,,,,,,,,,,,None,c3d14e80-8c01-406b-a166-6b828df1fd4d,,
﻿,0,,,2023-12-14 23:39:14.238392,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,605269ed69c7aac84a09dc72,,,1,-3,1,1,1,-2,1,-1,-3,1,,-3,-1,-1,-1,1,11,11,12,49,,49,36,72,,285,4m:45s,AnonymousUser,605269ed69c7aac84a09dc72,64413beb7a2d6b000b31e13a,657b920e4c16edfbbef194b7,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=605269ed69c7aac84a09dc72&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657b920e4c16edfbbef194b7,1,11,2,22,3,34,4,142,6,191,7,240,,70,19635,,,,,5,,,,,,,,,,,,None,a013aa65-9029-40e7-832b-be92f62f6ab3,,
﻿,0,,,2023-12-14 23:51:06.507069,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f5362c1a448d7668ec843e4,,,1,1,-1,-3,1,-1,1,1,1,-3,,1,-1,1,-3,-1,10,6,2,30,,17,18,10,,108,1m:48s,AnonymousUser,5f5362c1a448d7668ec843e4,64413b954466c8a7f2cb51d1,657b94d60ee1ce3f0fe37847,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f5362c1a448d7668ec843e4&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657b94d60ee1ce3f0fe37847,1,10,2,16,3,48,5,18,4,76,7,93,,66,19636,,,,,6,,,,,,,,,,,,None,35f5521a-4591-4e2e-9f93-f761877bbb04,,
﻿,0,,,2023-12-15 00:47:43.750752,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,,,,-2,1,-1,-3,-1,1,1,1,-1,1,,-3,-1,-2,-2,-3,3,2,1,,21,17,13,13,,91,1m:31s,AnonymousUser,60f66b38400931540fac7952,64413beb7a2d6b000b31e13a,657ba225a2d3f43a39013bff,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=60f66b38400931540fac7952&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657ba225a2d3f43a39013bff,1,3,2,5,3,57,7,71,,40,6,6,4,27,19637,,,,,5,,,,,,,,,,,,None,b5157837-65da-473a-83f1-80425c0101de,,
﻿,0,,,2023-12-15 01:56:55.058727,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60e93525447d5e9ac6ebbd55,,,-2,-3,-1,1,1,-1,-1,-1,1,-1,,-3,-2,1,1,-3,4,11,2,18,,16,10,3,,101,1m:41s,AnonymousUser,60e93525447d5e9ac6ebbd55,64413a0d54e71805ea2a1795,657bb25aa294e4a98923b41f,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60e93525447d5e9ac6ebbd55&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657bb25aa294e4a98923b41f,1,4,2,15,3,73,7,55,6,17,4,83,,33,19638,,,,,5,,,,36,3,39,16,,,,,None,4ba82708-97f3-4a7d-9280-9202fa4da9c1,,
﻿,0,,,2023-12-15 02:05:44.936115,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6167abbd7db521535e811eb0,,,1,1,1,1,1,-2,-2,-1,-3,-2,,-3,-2,-1,-2,-1,5,9,7,37,26,,33,18,,181,3m:1s,AnonymousUser,6167abbd7db521535e811eb0,64413a0d54e71805ea2a1795,657bb46be4bdac769b3c3097,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6167abbd7db521535e811eb0&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657bb46be4bdac769b3c3097,1,5,2,14,3,21,4,72,6,135,,109,7,54,19639,,,,,5,,,,,,,,,,,,None,bd754b28-62fe-4c74-a721-bbfa1ad13123,,
﻿,0,,,2023-12-15 03:02:53.141904,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63d7d2fe3e76d895cc3b0020,,,1,1,1,1,-1,1,1,-1,1,-3,,1,1,-1,,-2,8,5,4,,17,37,27,30,,166,2m:46s,AnonymousUser,63d7d2fe3e76d895cc3b0020,64413beb7a2d6b000b31e13a,657bc1cce46d75152bf0aedd,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63d7d2fe3e76d895cc3b0020&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657bc1cce46d75152bf0aedd,1,8,2,13,3,17,4,128,,91,7,44,5,61,19640,,,,,6,,,,,,,,,,,,None,dc595f6e-432f-4df2-b40d-3747b57e9cdf,,
﻿,0,,,2023-12-15 04:38:45.751780,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5c767168e8df4d00160c5022,,,1,-1,1,1,-1,-2,-3,-2,-1,1,,-3,1,1,1,1,15,10,33,25,28,24,41,,,220,3m:40s,AnonymousUser,5c767168e8df4d00160c5022,64413b954466c8a7f2cb51d1,657bd8367e8e06fe990ca9d5,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5c767168e8df4d00160c5022&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657bd8367e8e06fe990ca9d5,1,15,2,26,3,59,4,152,7,128,6,100,5,178,19641,,,,,,,,,,,,,,,,,None,c1329539-d629-4a8f-9c75-552d325e75a0,,
﻿,0,,,2023-12-15 05:55:28.444647,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5bb5f664ac45e6000130ab69,,,1,1,-1,1,1,-2,1,1,-1,-3,,1,-1,-1,-3,-1,10,5,4,,14,17,60,28,,152,2m:32s,AnonymousUser,5bb5f664ac45e6000130ab69,64413b04f9885d4cc8821c4a,657bea3fa2d3f43a390146aa,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5bb5f664ac45e6000130ab69&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657bea3fa2d3f43a390146aa,1,10,2,15,3,19,4,138,,107,6,124,7,79,19642,,,,,5,,,,,,,,,,,,None,82ab919e-cf93-402c-9028-a73562631633,,
﻿,0,,,2023-12-15 06:15:50.065671,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62a1d88a5d0482a69726950c,,,-2,1,-1,-2,1,-3,-1,-1,-1,-2,,1,1,-1,-2,1,8,6,6,37,,43,72,60,,254,4m:14s,AnonymousUser,62a1d88a5d0482a69726950c,64413b04f9885d4cc8821c4a,657bef0634ff210f36e338c2,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62a1d88a5d0482a69726950c&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657bef0634ff210f36e338c2,1,8,2,14,3,80,5,152,6,189,7,232,,20,19643,,,,,4,,,,,,,,,,,,None,d5d69e13-d03b-4b3e-a1f8-06d91ba994ea,,
﻿,0,,,2023-12-15 07:24:05.250368,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,63d79c120d736e870e993b8c,,,1,1,1,-2,1,-2,1,1,1,1,,-1,1,-3,-2,-1,15,10,4,30,,30,24,29,,161,2m:41s,AnonymousUser,63d79c120d736e870e993b8c,64413b954466c8a7f2cb51d1,657bfefc70545f3d546b6112,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=63d79c120d736e870e993b8c&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657bfefc70545f3d546b6112,1,15,2,25,3,58,5,82,6,112,7,142,,29,19645,,,,,4,,,,,,,,,,,,None,59938a61-0732-43ee-8c7a-bf4d23762d1a,,
﻿,0,,,2023-12-15 07:27:49.027647,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,612e309706778a2e8d27df01,,,1,1,1,-1,1,-2,-2,1,1,-3,,-2,-1,1,-2,-1,10,80,5,33,,37,29,31,,247,4m:7s,AnonymousUser,612e309706778a2e8d27df01,64413b04f9885d4cc8821c4a,657bffc2e46d75152bf0b7ad,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=612e309706778a2e8d27df01&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657bffc2e46d75152bf0b7ad,1,10,2,90,3,95,4,125,5,158,6,227,,195,19646,,,,,7,,,,,,,,,,,,None,57e97096-2af8-4648-bec2-dbeacb15ae23,,
﻿,0,,,2023-12-15 07:33:43.889435,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6406300d0af7758269c8dc0b,,,1,-3,1,-1,1,-2,1,1,1,-3,,1,-1,1,-2,1,10,21,3,34,56,,61,79,,312,5m:12s,AnonymousUser,6406300d0af7758269c8dc0b,%7B%7B%25STUDY_ID%25%7D,,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6406300d0af7758269c8dc0b&STUDY_ID=%7B%7B%25STUDY_ID%25%7D,1,10,2,31,3,113,5,231,7,265,,175,6,34,19655,,,,,4,,,,,,,,,,,,None,88b5ceef-8ec3-4012-a555-9ad0fc7ba24c,,
﻿,0,,,2023-12-15 08:24:48.298203,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,587144a7d6df7000018746d4,,,1,1,-2,-3,1,1,-3,-2,1,1,,1,1,-1,-3,-1,12,6,3,19,24,,19,26,,125,2m:5s,AnonymousUser,587144a7d6df7000018746d4,64413b04f9885d4cc8821c4a,657c0bfc90397a8104afde71,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=587144a7d6df7000018746d4&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657c0bfc90397a8104afde71,1,12,2,18,3,90,7,71,6,109,,21,4,45,19691,,,,,5,,,,,,,,,,,,None,68b4a174-167f-49ef-8864-cb4117d2ae15,,
﻿,0,,,2023-12-15 08:29:32.546225,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,610c45b1fc2e85cc9ebaa972,,,1,1,1,-3,1,-2,-2,-2,-1,-3,,-3,-3,-3,-3,1,18,11,4,48,63,27,87,,,308,5m:8s,AnonymousUser,610c45b1fc2e85cc9ebaa972,64413a0d54e71805ea2a1795,657c0e51ca25d746266b5fd0,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=610c45b1fc2e85cc9ebaa972&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657c0e51ca25d746266b5fd0,1,18,2,29,3,34,4,121,5,169,6,196,7,259,19692,,,,,,,,,,,,,,,,,None,c0fe0454-5d5b-4588-8209-6f3d39d4ac21,,
﻿,0,,,2023-12-15 08:32:39.291625,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6159b15e03387d2cca9b73fc,,,1,1,-1,-3,-1,-2,-2,1,1,1,,-2,1,-1,-2,-1,7,35,7,32,31,52,35,,,225,3m:45s,AnonymousUser,6159b15e03387d2cca9b73fc,64413b04f9885d4cc8821c4a,657c0f1600255aa9f2522831,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6159b15e03387d2cca9b73fc&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657c0f1600255aa9f2522831,1,7,2,42,3,101,5,167,7,49,4,136,6,199,19693,,,,,,,,,,,,,,,,,None,01842b8f-68ae-46c6-82ba-9a885ff2035c,,
﻿,0,,,2023-12-15 09:34:10.059009,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,64011ddd299336698fa0c488,,,-1,1,1,-3,1,-3,1,1,1,-2,,1,-1,-3,-2,-2,71,12,12,,28,29,64,34,,288,4m:48s,AnonymousUser,64011ddd299336698fa0c488,64413b954466c8a7f2cb51d1,657c1d04e46d75152bf0bec1,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=64011ddd299336698fa0c488&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657c1d04e46d75152bf0bec1,1,71,2,83,3,95,4,251,,159,5,222,7,188,19726,,,,,6,,,,,,,,,,,,None,3045dbd9-ec85-4bc8-98db-598e7c090cb8,,
﻿,0,,,2023-12-15 11:02:16.019301,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,640cc4eb94665b29f3f5faea,,,1,-1,1,-2,1,-2,-2,-1,-3,1,,-3,-3,1,-2,-1,13,14,6,36,58,,38,45,,253,4m:13s,AnonymousUser,640cc4eb94665b29f3f5faea,64413beb7a2d6b000b31e13a,657c321c441ed7c3a772ea58,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=640cc4eb94665b29f3f5faea&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657c321c441ed7c3a772ea58,1,13,2,27,3,69,5,33,4,210,,152,7,107,19751,,,,,6,,,,,,,,,,,,None,2e19a7bd-44e3-4ca3-82b8-8250df3c7053,,
﻿,0,,,2023-12-15 11:21:37.408603,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60d3867b6e7529fc77032b54,,,1,1,-1,-1,1,-2,-1,1,1,1,,-2,1,1,1,1,22,12,14,34,35,,74,44,,257,4m:17s,AnonymousUser,60d3867b6e7529fc77032b54,64413a0d54e71805ea2a1795,657c369e52731702c1e858ac,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60d3867b6e7529fc77032b54&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657c369e52731702c1e858ac,1,22,2,34,3,82,5,48,4,236,,156,6,192,19755,,,,,7,,,,,,,,,,,,None,51781f27-e871-474c-832e-97c85cdba647,,
﻿,0,,,2023-12-15 11:22:46.797678,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,627eb5d958fb0ab3c9a3a8c3,,,1,1,1,-1,1,-3,-2,1,1,-2,,1,-3,1,-2,-2,6,33,4,27,28,21,,30,,184,3m:4s,AnonymousUser,627eb5d958fb0ab3c9a3a8c3,64413b954466c8a7f2cb51d1,657c36fb223f595d985f3a48,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=627eb5d958fb0ab3c9a3a8c3&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657c36fb223f595d985f3a48,1,6,2,39,3,149,,122,7,71,5,43,4,92,19756,,,,,6,,,,,,,,,,,,None,d0d72827-6867-4f78-8aaf-d54bd2523817,,
﻿,0,,,2023-12-15 11:49:47.335229,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5b587d897846fa0001fc11c6,,,1,1,-1,-1,1,1,-2,1,1,-2,,-2,1,1,-3,-2,3,5,617,,31,36,20,115,,838,13m:58s,AnonymousUser,5b587d897846fa0001fc11c6,64413a0d54e71805ea2a1795,657c3d537b9e5682bb087794,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5b587d897846fa0001fc11c6&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657c3d537b9e5682bb087794,1,3,2,8,3,771,6,827,,791,7,740,5,625,19761,,,,,4,,,,,,,,,,,,None,d0a5a65d-478e-4346-ba88-c87f43080feb,,
﻿,0,,,2023-12-15 14:24:04.536706,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6124ea99728014c37c9635c7,,,1,1,1,-1,-1,-2,-1,-3,1,-2,,-3,1,1,1,-2,125,6,13,156,,65,54,106,131,657,10m:57s,AnonymousUser,6124ea99728014c37c9635c7,64413a0d54e71805ea2a1795,657c60faf7bd7202f40ec846,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6124ea99728014c37c9635c7&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657c60faf7bd7202f40ec846,1,125,2,228,3,504,6,347,5,558,7,623,,241,19799,143,85,,,4,12,,,,,,,,,,,None,92491021-0f30-4477-9d36-484564e36a39,,
﻿,0,,,2023-12-15 17:01:01.962919,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,616ba0ca6893d07e6dd6c5e6,,,-1,1,-2,1,1,1,-2,-1,1,-3,,1,-1,-1,-2,1,16,47,3,31,56,,30,22,,223,3m:43s,AnonymousUser,616ba0ca6893d07e6dd6c5e6,64413b954466c8a7f2cb51d1,657c86336dccb2556031a30d,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=616ba0ca6893d07e6dd6c5e6&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657c86336dccb2556031a30d,1,16,2,63,3,144,6,174,7,205,,66,4,122,19840,,,,,5,,,,,,,,,,,,None,c3096f36-1a60-465d-955a-a4dc3eb8ca02,,
﻿,0,,,2023-12-15 17:03:47.506837,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,Lymeregiswalks,,,1,1,1,-3,1,1,-1,1,1,1,,-3,-1,1,1,-2,7,22,5,106,43,,28,99,,351,5m:51s,AnonymousUser,5d1dd6e85232a60015aa54d6,64413beb7a2d6b000b31e13a,657c86e65cdbd45f3d6c8961,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5d1dd6e85232a60015aa54d6&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657c86e65cdbd45f3d6c8961,1,7,2,29,3,283,7,176,6,312,,133,5,34,19843,,,,,4,,,,,,,,,,,,None,30641bb3-c998-4827-95f5-f399acdc8d2f,,
﻿,0,,,2023-12-15 17:53:11.386364,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6419d4b95f4baa2bca7aa797,,,1,-2,-1,1,1,-2,-2,1,1,-3,,1,1,1,-2,-1,24,12,13,,47,82,48,77,,334,5m:34s,AnonymousUser,6419d4b95f4baa2bca7aa797,64413a0d54e71805ea2a1795,657c9261414939a328e11507,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6419d4b95f4baa2bca7aa797&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657c9261414939a328e11507,1,24,2,36,3,178,6,303,,96,5,49,4,226,19851,,,,,7,,,,,,,,,,,,None,c534b773-6a76-437a-8365-2c633f9404dd,,
﻿,0,,,2023-12-15 18:23:45.485913,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,602e85c76e51baa166315eb8,,,-3,1,-1,-1,1,-2,1,1,1,1,,1,1,-2,-3,1,18,13,5,25,,25,27,26,,154,2m:34s,AnonymousUser,602e85c76e51baa166315eb8,64413beb7a2d6b000b31e13a,657c9993cce9e8542cd8c09e,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=602e85c76e51baa166315eb8&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657c9993cce9e8542cd8c09e,1,18,2,31,3,61,5,88,6,36,4,139,,113,19860,,,,,7,,,,,,,,,,,,None,34e303d2-d510-477c-8aca-c312bdb1fe12,,
﻿,0,,,2023-12-15 18:35:06.080236,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,64355a0be09ac325446d0516,,,-2,1,-1,-1,1,-2,-1,-1,1,-1,,-3,-3,-2,-3,-3,10,13,4,25,22,,43,19,,152,2m:32s,AnonymousUser,64355a0be09ac325446d0516,64413beb7a2d6b000b31e13a,657c9c48a4d62441a397b97e,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=64355a0be09ac325446d0516&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657c9c48a4d62441a397b97e,1,10,2,23,3,27,4,89,6,136,,114,7,70,19863,,,,,5,,,,,,,,,,,,None,1b243628-8c59-4470-89e3-89159e6e625b,,
﻿,0,,,2023-12-15 18:49:19.319138,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63468eb749424ba5fac4398d,,,,1,-1,-1,-1,-2,1,1,1,1,,-3,-3,-2,-2,-3,11,22,8,22,20,28,21,,,146,2m:26s,AnonymousUser,63468eb749424ba5fac4398d,64413b04f9885d4cc8821c4a,657c9f9913feeae990bed830,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63468eb749424ba5fac4398d&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657c9f9913feeae990bed830,1,11,2,33,3,69,5,110,7,41,4,90,6,132,19864,,,,,,,,,,,,,,,,,None,cc3eb314-7cd0-4309-a711-3f6bf05db610,,
﻿,0,,,2023-12-15 19:04:33.825110,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,6070e23a3e478af6a585c330,,,1,1,-1,-3,1,-2,1,-1,-1,1,,-3,-1,-1,-2,-1,11,6,9,44,,39,33,26,,228,3m:48s,AnonymousUser,6070e23a3e478af6a585c330,64413b04f9885d4cc8821c4a,657ca3248bd9bd51f7909a3f,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=6070e23a3e478af6a585c330&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657ca3248bd9bd51f7909a3f,1,11,2,17,3,65,5,124,7,26,4,168,,98,19868,,,,,6,,,,,,,,,,,,None,0a91adb5-bf96-4a5c-ab4f-41a65f35fd15,,
﻿,0,,,2023-12-15 19:57:25.173512,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,64135dc973912dbaee479b05,,,1,1,-1,-2,1,-3,-2,1,1,1,,1,1,-3,-3,-1,5,12,7,47,61,,43,29,1,242,4m:2s,AnonymousUser,64135dc973912dbaee479b05,64413b04f9885d4cc8821c4a,657caf8ab434f277fb5410cf,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=64135dc973912dbaee479b05&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657caf8ab434f277fb5410cf,1,6,2,18,3,74,5,26,4,209,,118,6,180,19878,,,,,7,,,,,,,,,,,,None,6d724f25-a3fa-49fd-8a91-9cc47e5f06b7,,
