username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_res_1,Q_res_2,Q_res_3,Q_hum_1,Q_hum_2,Q_hum_3,Q_ani_1,Q_ani_2,Q_ani_3,Q_lif_1,Q_lif_2,Q_lif_3,Q_dee_1,Q_dee_2,Q_dee_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Restoring a Coral Reef, memory questions","rt_Hummingbird, memory questions","rt_Animal Encounter, memory questions","rt_Life of a Tree, memory questions","rt_Restoring a Coral Reef, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"survey_page_changed_to_Restoring a Coral Reef, memory questions","order_Restoring a Coral Reef, memory questions","survey_page_changed_to_Hummingbird, memory questions","order_Hummingbird, memory questions","survey_page_changed_to_Animal Encounter, memory questions","order_Animal Encounter, memory questions","survey_page_changed_to_Life of a Tree, memory questions","order_Life of a Tree, memory questions","survey_page_changed_to_Restoring a Coral Reef, memory questions_1",internal_id,"rt_Restoring a Coral Reef, memory questions_1","survey_page_changed_to_Hummingbird, memory questions_1","rt_Hummingbird, memory questions_1","survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2","rt_Restoring a Coral Reef, memory questions_1_2",rt_general info_1,pageNumber,order_general info_1,order_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,"survey_page_changed_to_Restoring a Coral Reef, memory questions_1_2_3","rt_Restoring a Coral Reef, memory questions_1_2_3","survey_page_changed_to_Life of a Tree, memory questions_1","rt_Life of a Tree, memory questions_1","survey_page_changed_to_Animal Encounter, memory questions_1","rt_Animal Encounter, memory questions_1",survey_page_changed_to_demographics_1_2,rt_demographics_1_2,testxr_participant_id,testxr_uuid,survey_page_changed_to_general info_1,rt_general info_1_2,survey_page_changed_to_demographics_1_2_3,rt_demographics_1_2_3
﻿,0,,,2023-12-17 11:04:57.230289,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,62fb81e74360dc5a0c963c21,,,-3,1,-2,-1,-2,-1,-3,-3,1,-3,-3,-3,-1,-3,-3,14,9,6,20,21,18,16,20,,116,1m:56s,AnonymousUser,62fb81e74360dc5a0c963c21,647e1923e8479d52e088a84c,657ed5b94c7490faace3779c,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=62fb81e74360dc5a0c963c21&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657ed5b94c7490faace3779c,,,1,14,2,23,3,,,,,50,5,29,4,86,7,70,6,104,19997,,,,,,,,,,,,,,,,,,,,None,791178b0-fd30-4e65-aa7a-8c08a902785e,,,,
﻿,0,,,2023-12-17 12:16:38.211144,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5ceb011d2e4f1700162a8bca,,,1,-1,-1,-3,-2,1,1,1,1,1,-1,1,-2,,1,6,5,3,32,32,,28,32,,160,2m:40s,AnonymousUser,5ceb011d2e4f1700162a8bca,647e1923e8479d52e088a84c,657ee694c2d51fb1b9e38045,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5ceb011d2e4f1700162a8bca&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657ee694c2d51fb1b9e38045,,,1,6,2,11,3,,,,,74,6,14,4,127,,46,5,106,20001,21,,,,,,,,,,,,,,,,,,,None,d99d94d1-5c30-4879-8d51-e8a58c8f2fe9,,,,
﻿,0,,,2023-12-17 12:23:06.007802,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,62fd100a4ba99961651c0809,,,-3,1,1,1,-2,-2,-2,-3,-3,-2,-2,-2,-1,-3,-2,10,6,4,47,29,,34,47,,181,3m:1s,AnonymousUser,62fd100a4ba99961651c0809,657c4c6943444160a93e1a18,657ee817df3541eb1ec0fbf9,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=62fd100a4ba99961651c0809&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=657ee817df3541eb1ec0fbf9,,,1,10,2,16,3,,,,,49,5,20,4,157,,123,6,96,20002,27,,,,,,,,,,,,,,,,,,,None,f8a257cf-5812-4c58-928d-6b21074b3e09,,,,
﻿,0,,,2023-12-17 16:09:50.456626,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5d4c28e28f11b70015ba045f,,,-3,1,1,1,1,-3,1,1,-2,1,-1,1,-2,-2,-2,12,6,6,37,,38,33,37,,189,3m:9s,AnonymousUser,5d4c28e28f11b70015ba045f,647e1923e8479d52e088a84c,657f1d356ea3a135294c6701,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5d4c28e28f11b70015ba045f&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657f1d356ea3a135294c6701,,,1,12,2,18,3,,,,,62,5,167,,24,4,134,6,99,20014,35,,,,,,,,,,,,,,,,,,,None,74957ff2-bc8c-479d-a277-2c262e038ff3,,,,
﻿,0,,,2023-12-17 17:37:30.852914,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5f48739bc185c23344011d31,,,-3,-1,1,-3,1,1,1,1,1,-2,-1,-2,-1,-1,1,10,7,6,32,24,24,,32,,144,2m:24s,AnonymousUser,5f48739bc185c23344011d31,647e18032426740806fd3334,657f31c4cfe991ee84023eb4,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5f48739bc185c23344011d31&STUDY_ID=647e18032426740806fd3334&SESSION_ID=657f31c4cfe991ee84023eb4,,,1,10,2,17,3,,,,,23,4,55,5,106,6,130,,79,20021,27,,,,,,,,,,,,,,,,,,,None,89ae3eb6-d54d-4089-ad24-6a7175abb0a3,,,,
﻿,0,,,2023-12-17 20:44:27.614510,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5efb35574bdb3e05dfa40b6e,,,1,-1,1,1,-1,-3,-1,1,1,-2,1,1,-1,-1,-1,4,16,2,21,,18,35,21,,134,2m:14s,AnonymousUser,5efb35574bdb3e05dfa40b6e,647e1923e8479d52e088a84c,657f5da04a6dca220feee4bf,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5efb35574bdb3e05dfa40b6e&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=657f5da04a6dca220feee4bf,,,1,4,2,20,3,,,,,22,4,130,,77,5,95,6,43,20025,34,,,,,,,,,,,,,,,,,,,None,9fd1f9b7-1624-40f4-8049-960bfdd3f6bd,,,,
﻿,0,,,2023-12-18 04:39:38.795903,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5e62e02013d10e079abee365,,,1,1,-3,1,-2,1,1,1,-2,-1,-1,1,-2,-3,1,14,17,8,116,27,24,24,116,,242,4m:2s,AnonymousUser,5e62e02013d10e079abee365,657c4c6943444160a93e1a18,657fccf31b15b271b872736b,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5e62e02013d10e079abee365&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=657fccf31b15b271b872736b,,,1,14,2,31,3,,,,,90,6,39,4,66,5,206,7,230,20033,,,,,,,,,,,,,,,,,,,,None,b21a09c0-9a61-42b8-8b4a-7b045b764308,,,,
﻿,0,,,2023-12-18 06:06:55.420392,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,611ae10542e79063248b4f47,,,1,1,-1,-3,1,-1,1,-3,1,1,-1,1,-2,-1,1,6,20,10,81,,79,174,81,,433,7m:13s,AnonymousUser,611ae10542e79063248b4f47,657c4c6943444160a93e1a18,657fe13f33c7028e7427fd9f,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=611ae10542e79063248b4f47&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=657fe13f33c7028e7427fd9f,,,1,6,2,26,3,,,,,210,5,394,,291,6,36,4,370,20034,24,,,,,,,,,,,,,,,,,,,None,a1d6b2d1-19c0-4eb1-91a3-0b75625690b7,,,,
﻿,0,,,2023-12-18 07:10:16.649714,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5b086831a6f07e00018b8f08,,,1,-3,-1,-3,1,-2,1,1,1,-2,1,-1,-2,-2,-2,15,11,11,33,53,31,,33,,268,4m:28s,AnonymousUser,5b086831a6f07e00018b8f08,647e17c51e8a3d081bc279dc,657ff0414a6dca220feef85e,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5b086831a6f07e00018b8f08&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=657ff0414a6dca220feef85e,,,1,15,2,26,3,,,,,68,5,101,6,37,4,224,,154,20036,70,,,,,,,,,,,,,,,,,,,None,2234dc8f-b9cd-467d-aed5-9bbea7711d33,,,,
﻿,0,,,2023-12-18 09:13:30.657696,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5f64af3570cc750009026296,,,1,1,1,1,1,1,1,1,1,-2,-1,-1,1,,-1,17,7,3,29,27,44,,29,,171,2m:51s,AnonymousUser,5f64af3570cc750009026296,647e17c51e8a3d081bc279dc,65800d1b1e32d9f1d84c84b6,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5f64af3570cc750009026296&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=65800d1b1e32d9f1d84c84b6,,,1,17,2,24,3,,,,,27,4,124,6,56,5,151,,101,20040,23,,,,,,,,,,,,,,,,,,,None,85fcc516-f2b4-423c-b8b8-32f924633339,,,,
﻿,0,,,2023-12-18 09:15:21.137234,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5f58b0c5273d87033903dbe6,,,-2,1,1,1,-2,1,-1,1,-3,,-3,-1,-2,1,1,4,6,4,9,14,4,13,9,,107,1m:47s,AnonymousUser,5f58b0c5273d87033903dbe6,647e1923e8479d52e088a84c,65800d9f289c855afec75626,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5f58b0c5273d87033903dbe6&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=65800d9f289c855afec75626,,,1,4,2,10,3,,,27,1,44,6,30,5,53,7,14,4,57,20041,,,,,,,,,,,,,,29,1,,,,,None,bf8e6489-f95a-49bb-944d-9a1645374cc9,,,,
﻿,0,,,2023-12-18 09:38:00.611278,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5bd589e31feb3d0001c8d526,,,-3,-3,-2,-3,-2,1,-2,1,1,-2,-1,1,-2,-1,-1,12,7,4,29,21,27,22,29,,171,2m:51s,AnonymousUser,5bd589e31feb3d0001c8d526,647e17c51e8a3d081bc279dc,658012e3a7240ab63eded424,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5bd589e31feb3d0001c8d526&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=658012e3a7240ab63eded424,,,1,12,2,19,3,,,,,72,6,51,5,23,4,101,7,124,20047,,,,,,,,,,,,,,,,,,,,None,152ff99d-eb37-4cfd-8494-3605910e124f,,,,
﻿,0,,,2023-12-18 11:11:47.457883,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5d7807b537d04e00181e9639,,,1,-2,1,-3,-1,-2,1,1,-2,-2,-3,1,-3,-2,-1,10,8,3,11,33,32,,11,,154,2m:34s,AnonymousUser,5d7807b537d04e00181e9639,657c4c6943444160a93e1a18,658028d10d4a2f45e1cfca1f,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5d7807b537d04e00181e9639&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=658028d10d4a2f45e1cfca1f,,,1,10,2,18,3,,,,,54,5,21,4,65,6,123,,97,20051,26,,,,,,,,,,,,,,,,,,,None,73a1b277-de5d-4828-8feb-e63e128a3a43,,,,
﻿,0,,,2023-12-18 11:46:59.253613,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5ed20cf35477a300085f8d6b,,,1,-3,1,1,1,1,,1,1,-2,1,-1,-1,1,-3,31,7,6,34,105,,361,34,,867,14m:27s,AnonymousUser,5ed20cf35477a300085f8d6b,647e17c51e8a3d081bc279dc,658031059bc0ceb6fbc67d53,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5ed20cf35477a300085f8d6b&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=658031059bc0ceb6fbc67d53,,,1,31,2,38,3,,,,,44,4,662,6,767,,78,5,440,20057,222,,,,,,,,,,,,,,,,,,,None,867c31c6-e712-4fb1-a9df-891677a6b14e,,,,
﻿,0,,,2023-12-18 12:30:22.219421,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,,,,-3,-1,-1,-3,-1,1,1,1,1,-1,-2,-1,-2,-2,-2,4,7,6,29,31,,34,29,1,169,2m:49s,AnonymousUser,61097e0464a4a922602d495b,657c4c6943444160a93e1a18,65803b499bc0ceb6fbc6800d,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=61097e0464a4a922602d495b&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=65803b499bc0ceb6fbc6800d,,,1,5,2,12,3,,,,,18,4,109,6,140,,47,5,82,20058,27,,,,,,,,,,,,,,,,,,,None,9aebbadc-d96b-4240-8876-3349c9c24dec,,,,
﻿,0,,,2023-12-18 13:37:26.467192,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,55120a31fdf99b1b938c22fb,,,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-2,-1,1,17,23,6,34,35,,26,34,,200,3m:20s,AnonymousUser,55120a31fdf99b1b938c22fb,647e17c51e8a3d081bc279dc,65804af7572969ee0ddc7e6c,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=55120a31fdf99b1b938c22fb&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=65804af7572969ee0ddc7e6c,,,1,17,2,40,3,,,,,81,5,46,4,170,,144,6,115,20064,28,,,,,,,,,,,,,,,,,,,None,3ab07f42-cc8a-49c9-b9c1-18a5e8323cd9,,,,
﻿,0,,,2023-12-18 14:30:49.195444,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5bf53b3c87780800014ed5aa,,,-3,1,1,-1,1,1,-3,-1,1,-2,-3,-1,1,-2,1,6,13,10,41,38,27,23,41,20,211,3m:31s,AnonymousUser,5bf53b3c87780800014ed5aa,657c4c6943444160a93e1a18,65805789b1a977659c99286e,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5bf53b3c87780800014ed5aa&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=65805789b1a977659c99286e,,,1,7,2,35,3,30,5,,,45,4,87,5,125,6,153,7,176,20066,,,,,,10,,,,,,,,,,,,,,None,1484853e-ec26-4627-9f00-09827c031c02,,,,
﻿,0,,,2023-12-18 15:03:43.340246,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63cf1ddd01ec68606260a25b,,,1,-1,1,-3,1,1,1,1,-2,-2,1,-2,-1,-1,-1,27,9,3,56,52,43,,56,,283,4m:43s,AnonymousUser,63cf1ddd01ec68606260a25b,647e1923e8479d52e088a84c,65805f239f5dca4023cd0ef7,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63cf1ddd01ec68606260a25b&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=65805f239f5dca4023cd0ef7,,,1,27,2,36,3,,,,,134,6,39,4,91,5,251,,190,20068,61,,,,,,,,,,,,,,,,,,,None,cea0d08c-e85d-4bf0-9bee-0c810447d8b1,,,,
﻿,0,,,2023-12-18 16:16:30.704154,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5fc150bd290b5717801b5821,,,-3,1,1,-3,-2,1,1,1,1,-1,-2,-1,-2,-3,-2,7,3,2,36,40,44,46,36,,242,4m:2s,AnonymousUser,5fc150bd290b5717801b5821,647e18032426740806fd3334,6580703c76bb281359005f34,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5fc150bd290b5717801b5821&STUDY_ID=647e18032426740806fd3334&SESSION_ID=6580703c76bb281359005f34,,,1,7,2,10,3,12,9,21,6,113,6,73,5,149,7,27,4,193,20072,,,,,,,,,,,,,,,,,,,,None,ae060966-8da9-421a-a899-748b447243c4,,,,
﻿,0,,,2023-12-18 16:35:38.783290,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,5d52a15d8c48ca0018855f85,,,-2,-1,1,-1,-1,-1,1,-3,-3,1,-1,1,-1,1,-3,4,5,4,12,16,20,22,12,,98,1m:38s,AnonymousUser,5d52a15d8c48ca0018855f85,657c4c6943444160a93e1a18,658074ce77b7da0d13782885,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=5d52a15d8c48ca0018855f85&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=658074ce77b7da0d13782885,,,1,4,2,9,3,,,,,71,7,13,4,29,5,49,6,83,20073,,,,,,,,,,,,,,,,,,,,None,b5531e5d-2e55-4d79-97df-cad08af1821c,,,,
﻿,0,,,2023-12-18 16:38:54.462517,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,63ea4c6fd64eea60e772ddc3,,,1,-3,1,-2,1,-2,1,1,1,1,1,1,-2,1,-2,19,13,7,113,29,56,65,113,,350,5m:50s,AnonymousUser,63ea4c6fd64eea60e772ddc3,647e1923e8479d52e088a84c,65807582936f1f9cc8c7b9f3,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=63ea4c6fd64eea60e772ddc3&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=65807582936f1f9cc8c7b9f3,,,1,19,2,32,3,,,,,39,4,217,6,246,7,152,5,303,20074,,,,,,,,,,,,,,,,,,,,None,fa1577c2-2a4b-4cb9-83b2-c85967e5ee46,,,,
﻿,0,,,2023-12-18 18:14:30.112480,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,59bd9d713c45a10001ccca7a,,,-3,-2,-1,-1,-2,-1,1,-2,1,1,-2,1,-3,-2,-3,41,10,8,42,23,42,,42,,314,5m:14s,AnonymousUser,59bd9d713c45a10001ccca7a,647e1923e8479d52e088a84c,65808bcf17cbd4b481d8b34b,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=59bd9d713c45a10001ccca7a&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=65808bcf17cbd4b481d8b34b,,,1,41,2,51,3,,,,,102,5,144,6,59,4,236,,167,20080,69,,,,,,,,,,,,,,,,,,,None,67c11526-06db-45ac-aa0f-b83d6387425b,,,,
﻿,0,,,2023-12-18 19:48:45.217663,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,54676961fdf99b7ba4d35cd6,,,-3,1,-1,-1,1,1,-3,1,1,-1,1,1,-2,-1,-1,8,10,3,27,20,26,,27,3,136,2m:16s,AnonymousUser,54676961fdf99b7ba4d35cd6,647e1923e8479d52e088a84c,6580a1ff0b0fb37ce09e11aa,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=54676961fdf99b7ba4d35cd6&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=6580a1ff0b0fb37ce09e11aa,,,1,11,2,21,3,,,,,24,4,98,6,51,5,119,,77,20082,21,,,,,,,,,,,,,,,,,,,None,971011bd-e96c-4073-b3a0-7d7475f426bb,,,,
﻿,0,,,2023-12-18 21:47:52.741440,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,5fc6c26f0f72180970922f35,,,-3,1,1,-1,-2,,1,1,1,-2,-1,1,-3,1,1,5,6,5,42,99,2,26,42,,242,4m:2s,AnonymousUser,5fc6c26f0f72180970922f35,647e1923e8479d52e088a84c,6580bdffa1480b480ad3af54,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=5fc6c26f0f72180970922f35&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=6580bdffa1480b480ad3af54,,,1,5,2,11,3,,,,,16,4,58,5,183,7,157,6,211,20087,,,,,,,,,,,,,,185,2,187,24,,,None,6724eb22-72cf-44b0-8557-192c86b95f10,,,,
﻿,0,,,2023-12-18 23:43:15.183738,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,5f07d4c092ba8742ace3d2de,,,-2,1,1,1,-2,1,1,1,-2,-2,-1,-1,-2,-3,-1,5,18,3,38,27,,3297,38,,3437,57m:17s,AnonymousUser,5f07d4c092ba8742ace3d2de,647e17c51e8a3d081bc279dc,6580d904d6ffd4329877eb15,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=5f07d4c092ba8742ace3d2de&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=6580d904d6ffd4329877eb15,,,1,5,2,23,3,,,,,26,4,64,5,3412,,91,6,3388,20088,24,,,,,,,,,,,,,,,,,,,None,6e53d6a8-edc6-4b28-a781-bcd17f61d43d,,,,
﻿,0,,,2023-12-19 00:25:04.377843,e03f3a20-7337-42ef-b403-c7205f71d6f5,instagram_1month_BBC__flat,1,627a76715c52f43dd8b4f6a2,,,1,-2,1,-3,-2,-3,1,1,1,-2,1,-1,1,-2,1,9,7,9,26,38,47,,26,,227,3m:47s,AnonymousUser,627a76715c52f43dd8b4f6a2,647e1923e8479d52e088a84c,6580e2cda1480b480ad3b94d,https://testxr.org/projects/survey/prolific/e03f3a20-7337-42ef-b403-c7205f71d6f5/?PROLIFIC_PID=627a76715c52f43dd8b4f6a2&STUDY_ID=647e1923e8479d52e088a84c&SESSION_ID=6580e2cda1480b480ad3b94d,,,1,9,2,16,3,,,,,110,6,72,5,25,4,195,,136,20090,59,,,,,,,,,,,,,,,,,,,None,a3dba0ec-7da7-4108-8c57-09cdb1c4b8e7,,,,
﻿,0,,,2023-12-19 02:33:56.403062,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5f8c5938b9fa883a8a59107f,,,-1,-2,-3,1,-2,1,1,1,1,1,1,1,-1,1,-2,32,8,5,34,25,,21,34,,218,3m:38s,AnonymousUser,5f8c5938b9fa883a8a59107f,647e18032426740806fd3334,658100d44a5661ee8869a102,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5f8c5938b9fa883a8a59107f&STUDY_ID=647e18032426740806fd3334&SESSION_ID=658100d44a5661ee8869a102,,,1,32,2,40,3,,,,,46,4,132,5,178,,157,6,81,20092,51,,,,,,,,,,,,,,,,,,,None,2874126d-4519-4e45-8ae2-7bbcf38142aa,,,,
﻿,0,,,2023-12-19 09:45:05.960919,bf7dd5a7-0069-480b-8996-c8adef714521,instagram_1month_BBC__ar,1,597e220e30b1d90001f5f14a,,,1,-3,-1,1,-2,1,1,1,-2,-2,-1,-1,-1,-2,-1,12,7,3,37,28,,26,37,,328,5m:28s,AnonymousUser,597e220e30b1d90001f5f14a,647e17c51e8a3d081bc279dc,6581660d135d369939eac94c,https://testxr.org/projects/survey/prolific/bf7dd5a7-0069-480b-8996-c8adef714521/?PROLIFIC_PID=597e220e30b1d90001f5f14a&STUDY_ID=647e17c51e8a3d081bc279dc&SESSION_ID=6581660d135d369939eac94c,,,1,12,2,19,3,,,,,50,5,22,4,307,,87,6,113,20098,194,,,,,,,,,,,,,,,,,,,None,c9511c91-07d1-4407-b382-807994598d93,,,,
﻿,0,,,2023-12-19 10:52:43.743224,0b11ede2-83ef-4c8a-aff9-eaba8fecf84d,instagram_1month_BBC__underserved_flat,1,5ed4c16b1f1c5d00095e6fc0,,,-3,-1,-1,1,1,1,-3,1,-2,1,1,1,-1,-1,-2,14,2,5,29,17,5,38,29,16,191,3m:11s,AnonymousUser,5ed4c16b1f1c5d00095e6fc0,647e18032426740806fd3334,658175e5e3a25d16f6f300b7,https://testxr.org/projects/survey/prolific/0b11ede2-83ef-4c8a-aff9-eaba8fecf84d/?PROLIFIC_PID=5ed4c16b1f1c5d00095e6fc0&STUDY_ID=647e18032426740806fd3334&SESSION_ID=658175e5e3a25d16f6f300b7,,,1,14,2,32,3,24,8,,,92,6,75,5,150,7,37,4,121,20101,29,,,155,3,8,,,,,,,,,,158,,,,None,7acdd502-335e-476b-ad61-a625c7c1ca2e,,,,
﻿,0,,,2023-12-19 19:27:52.114546,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,628e987eb6b92cdc713ee965,,,-3,1,-1,1,1,-2,-3,1,1,-2,-3,-2,-2,1,1,6,10,9,50,64,37,,50,,264,4m:24s,AnonymousUser,628e987eb6b92cdc713ee965,657c4c6943444160a93e1a18,6581eea0de27bfa5b5f5a292,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=628e987eb6b92cdc713ee965&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=6581eea0de27bfa5b5f5a292,,,1,6,2,16,3,,,,,25,4,153,6,75,5,217,,112,20107,41,,,,,,,,,,,,,,,,,,,None,c09a25a5-90ea-4e26-a5a3-2b68ee04a682,,,,
﻿,0,,,2023-12-19 21:50:11.021908,2ac09aa3-948d-481f-9777-8a3d46f77046,instagram_1month_BBC__underserved_ar,1,6109402937910fba8a1dc1cc,,,-3,1,-1,-3,-1,-1,-3,1,-3,-2,-1,-1,-2,-1,-2,25,11,6,26,25,24,18,26,,155,2m:35s,AnonymousUser,6109402937910fba8a1dc1cc,657c4c6943444160a93e1a18,65820fe6d1e831c701a7cfa7,https://testxr.org/projects/survey/prolific/2ac09aa3-948d-481f-9777-8a3d46f77046/?PROLIFIC_PID=6109402937910fba8a1dc1cc&STUDY_ID=657c4c6943444160a93e1a18&SESSION_ID=65820fe6d1e831c701a7cfa7,,,1,25,2,36,3,,,,,109,7,66,5,42,4,91,6,135,20112,,,,,,,,,,,,,,,,,,,,None,b9adf0ed-4a01-4728-897d-4c8582040eb6,,,,
