username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_el_1,Q_el_2,Q_el_3,Q_ay_1,Q_ay_2,Q_ay_3,Q_sp_1,Q_sp_2,Q_sp_3,Q_dd_1,Q_dd_2,Q_dd_3,Q_ss_1,Q_ss_2,Q_ss_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Filter my world, memory questions","rt_Filter about Artify Yourself, memory questions","rt_Filter about a Shadow Puppet Show, memory questions","rt_Filter about a Dance with Durga, memory questions",rt_Filter about Stories for Stitches,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_Filter about Stories for Stitches,order_Filter about Stories for Stitches,"survey_page_changed_to_Filter my world, memory questions","order_Filter my world, memory questions","survey_page_changed_to_Filter about a Dance with Durga, memory questions","order_Filter about a Dance with Durga, memory questions","survey_page_changed_to_Filter about Artify Yourself, memory questions","order_Filter about Artify Yourself, memory questions","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions",internal_id,"order_Filter about a Shadow Puppet Show, memory questions",survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,survey_page_changed_to_Filter about Stories for Stitches_1,rt_Filter about Stories for Stitches_1,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,pageNumber,rt_general info_1,order_general info_1,"survey_page_changed_to_Filter my world, memory questions_1","rt_Filter my world, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1",Q_dd_1-Comment,survey_page_changed_to_demographics_1_2,rt_demographics_1_2,order_demographics_1,order_intro_to_mem_qs_1,survey_page_changed_to_intro_to_mem_qs_1_2_3,survey_page_changed_to_demographics_1_2_3,survey_page_changed_to_demographics_1_2_3_4,rt_demographics_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3_4,rt_intro_to_mem_qs_1_2_3,survey_page_changed_to_Filter about Stories for Stitches_1_2,rt_Filter about Stories for Stitches_1_2,"survey_page_changed_to_Filter about Artify Yourself, memory questions_1","rt_Filter about Artify Yourself, memory questions_1","rt_Filter about a Dance with Durga, memory questions_1","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions_1","rt_Filter about a Shadow Puppet Show, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1_2","rt_Filter about a Dance with Durga, memory questions_1_2",testxr_participant_id,testxr_uuid
﻿,0,,,2023-12-17 16:08:57.368041,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6440588caf502b75b3fe71a2,,,-2,-1,-3,1,1,-2,1,-1,1,-2,1,-1,1,-3,-1,6,7,5,15,16,19,,19,1,111,1m:51s,AnonymousUser,6440588caf502b75b3fe71a2,647e1333ecfafc675f9b0499,657f1d040eefa677ce29e40d,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6440588caf502b75b3fe71a2&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657f1d040eefa677ce29e40d,,,1,7,2,14,3,19,4,73,7,88,,57,6,38,20013,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,9da8af0e-fea9-48ee-8a8d-54df858caff1
﻿,0,,,2023-12-17 16:23:20.025704,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6413606af7b115daf09a2a54,,,-1,1,-2,-2,-3,-1,-1,-1,-2,1,-2,-2,-3,-2,1,18,6,5,15,16,20,,14,,156,2m:36s,AnonymousUser,6413606af7b115daf09a2a54,647e14799b46b0e21c3c5ce1,657f206033e0a7a3302e6c91,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6413606af7b115daf09a2a54&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657f206033e0a7a3302e6c91,,,1,18,2,24,3,29,4,73,5,124,,88,6,104,20016,7,43,3,53,20,46,1,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,a80e178d-7be7-40d3-b1c9-308862badec0
﻿,0,,,2023-12-17 16:33:45.408773,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,644289697a8b924fa0b34c10,,,1,1,-2,-2,1,1,1,-1,,-2,-2,-2,1,-3,-2,5,14,6,14,8,,13,18,,84,1m:24s,AnonymousUser,644289697a8b924fa0b34c10,647e14799b46b0e21c3c5ce1,657f22daa7240ab63edeb06d,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=644289697a8b924fa0b34c10&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=657f22daa7240ab63edeb06d,,,1,5,2,19,3,25,4,43,5,57,6,70,7,78,20018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,088f6721-da40-41bd-be15-7e77350d4bef
﻿,0,,,2023-12-17 16:37:49.594282,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,64412176f816c39534d16bf0,,,1,-1,-3,1,1,-3,-2,-1,-1,-3,-1,-1,-1,1,-2,9,6,2,,26,12,11,30,,104,1m:44s,AnonymousUser,64412176f816c39534d16bf0,647e1520657b3e741e290106,657f23c651fc16656e5aa990,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=64412176f816c39534d16bf0&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657f23c651fc16656e5aa990,,,1,9,2,15,3,17,4,96,,73,6,47,5,84,20019,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,3f897cb5-6c81-4798-b6e3-d69befdf7101
﻿,0,,,2023-12-17 17:12:19.071041,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,642b78fcca1fac63735377b0,,,1,-3,-3,-2,-3,-1,1,-1,1,1,-3,-2,-2,-2,-1,30,10,7,22,48,33,,30,,215,3m:35s,AnonymousUser,642b78fcca1fac63735377b0,647e1520657b3e741e290106,657f2bc04a6dca220feedb4b,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=642b78fcca1fac63735377b0&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657f2bc04a6dca220feedb4b,,,1,30,2,40,3,47,4,158,7,180,,77,5,125,20020,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e5399be9-0c61-4814-a0ee-ad18433a77dc
﻿,0,,,2023-12-17 18:14:35.538116,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5cae3e6a47494e0018328cbb,,,1,1,-1,-2,-3,-2,-1,-2,-1,-2,-1,-1,-2,-1,-3,9,7,4,14,,22,20,31,,127,2m:7s,AnonymousUser,5cae3e6a47494e0018328cbb,647e1333ecfafc675f9b0499,657f3a7e2ad79871ba4e87be,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5cae3e6a47494e0018328cbb&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657f3a7e2ad79871ba4e87be,,,1,9,2,16,3,20,4,73,6,87,7,107,,51,20023,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,dc44cc47-e856-4b36-a3db-7ad2ebfd2932
﻿,0,,,2023-12-17 20:04:57.333117,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,60edb4bc87206e9977d8d57e,,,-2,-3,1,-1,1,1,-2,-1,-3,1,-2,1,-1,1,-2,16,5,2,4,4,6,,15,,56,0m:56s,AnonymousUser,60edb4bc87206e9977d8d57e,647e158528ccd252f9e1378b,657f544f1b15b271b87261fe,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=60edb4bc87206e9977d8d57e&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=657f544f1b15b271b87261fe,,,1,17,2,22,3,24,4,49,7,53,,39,5,43,20024,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,093dc3e6-d0fe-46e2-9237-7c39f3c5007d
﻿,0,,,2023-12-17 22:18:13.659840,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5efb79846ed89a0e53051c30,,,1,-2,-3,-2,1,-1,1,1,-1,1,-2,-2,1,-1,-3,64,6,5,,18,19,73,17,70,247,4m:7s,AnonymousUser,5efb79846ed89a0e53051c30,647e1520657b3e741e290106,657f73582da897d8e688197d,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5efb79846ed89a0e53051c30&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=657f73582da897d8e688197d,,,1,64,2,75,3,80,4,207,,116,6,189,7,97,20029,5,,,,,73,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,None,52735402-0572-4b8b-91df-35c389642dce
﻿,0,,,2023-12-18 06:30:16.727815,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6091e1be3df7254e526f7168,,,1,1,-1,-2,-3,-2,1,-1,1,1,-2,1,-2,1,-1,7,5,3,14,24,,22,25,,121,2m:1s,AnonymousUser,6091e1be3df7254e526f7168,647e1333ecfafc675f9b0499,657fe6e340a25fafd8a9b922,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6091e1be3df7254e526f7168&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=657fe6e340a25fafd8a9b922,,,1,7,2,12,3,15,4,87,7,65,6,40,5,101,20035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e28b73ba-2ff9-478e-ac4a-7a0630261199
﻿,0,,,2023-12-18 09:17:19.396276,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5c98d08057dec60001799d74,,,1,-2,-2,-3,-3,-1,-2,-1,-2,-2,-2,-2,-2,-3,-1,10,19,9,12,13,17,,17,,108,1m:48s,AnonymousUser,5c98d08057dec60001799d74,647e14799b46b0e21c3c5ce1,65800df6fac02f0da8a9b79d,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5c98d08057dec60001799d74&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=65800df6fac02f0da8a9b79d,,,1,10,2,29,3,38,4,72,6,97,,84,7,55,20042,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,df999aaa-6318-47e3-84b3-276ba1d7a689
﻿,0,,,2023-12-18 09:22:40.232918,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,61482706268c2b23781126f3,,,-2,-3,-3,-3,-3,-1,-1,1,-2,-2,-3,-2,-2,-2,-3,18,101,3,12,,14,29,16,,205,3m:25s,AnonymousUser,61482706268c2b23781126f3,647e14799b46b0e21c3c5ce1,65800f1b91b43207d756838a,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=61482706268c2b23781126f3&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=65800f1b91b43207d756838a,,,1,18,2,119,3,122,4,138,5,150,6,193,,179,20044,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,9d98ecc2-e481-410d-ad3b-b8ee8ffe9b47
﻿,0,,,2023-12-18 09:35:34.731826,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,61673b692a55fba0f6b8abf1,,,-3,-1,-1,-2,-3,-1,1,1,1,-2,1,-2,-3,,-3,15,11,7,15,15,15,,19,,111,1m:51s,AnonymousUser,61673b692a55fba0f6b8abf1,647e14799b46b0e21c3c5ce1,6580124f30ea67f0da1280eb,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=61673b692a55fba0f6b8abf1&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6580124f30ea67f0da1280eb,,,1,15,2,26,3,33,4,82,7,97,,52,5,67,20045,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,f8025134-05c4-44f6-af86-2e9717dbaa97
﻿,0,,,2023-12-18 11:36:01.672022,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,634e0460b7c6d3eecf1ff9e9,,,1,-3,1,-1,-1,-1,-2,-1,1,1,-2,-1,-2,-1,-3,75,7,1,10,,7,8,21,,227,3m:47s,AnonymousUser,634e0460b7c6d3eecf1ff9e9,647e158528ccd252f9e1378b,65802e53c1c8bf968c30466f,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=634e0460b7c6d3eecf1ff9e9&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=65802e53c1c8bf968c30466f,,,1,75,2,82,3,83,4,134,7,126,6,144,,104,20054,5,115,3,111,4,,,,,,,,,,,,,,,,,,,,,,118,2,,,,120,6,,,None,444bde18-1252-448f-986e-cfc6fd4e7ded
﻿,0,,,2023-12-18 13:25:21.726037,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5ee5defbfe74a3000d106f51,,,-1,-2,-3,1,-3,-2,1,1,1,-1,1,-1,-2,-3,,5,7,2,13,4,5,,10,,68,1m:8s,AnonymousUser,5ee5defbfe74a3000d106f51,647e158528ccd252f9e1378b,658048370074982bf3b0f67f,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5ee5defbfe74a3000d106f51&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=658048370074982bf3b0f67f,,,1,5,2,12,3,14,4,24,5,58,,49,6,53,20061,7,38,3,37,1,,,,,,,,44,5,,,,,,,,,,,,,41,3,,,,,,,,None,30b79655-d550-4174-895f-361a950bbdd1
﻿,0,,,2023-12-18 13:28:16.610496,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,63f34755e12d7a816ede5a2c,,,-2,-3,-3,-1,-3,-1,1,1,1,-3,-1,-2,1,-3,1,5,7,2,,7,4,8,8,,45,0m:45s,AnonymousUser,63f34755e12d7a816ede5a2c,647e158528ccd252f9e1378b,658048e8530ac8e1e436c675,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=63f34755e12d7a816ede5a2c&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=658048e8530ac8e1e436c675,,,1,5,2,12,3,14,4,41,,22,5,30,6,37,20062,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,4c654706-b901-40e3-b2c6-d1c259450e34
﻿,0,,,2023-12-18 13:37:20.065652,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5e8c8d000bec2302d2fe6986,,,1,-1,-3,-3,-3,1,-2,-1,-2,-2,-1,-1,-3,-2,-1,10,10,5,10,16,18,,33,,111,1m:51s,AnonymousUser,5e8c8d000bec2302d2fe6986,647e1333ecfafc675f9b0499,65804ae0530ac8e1e436c722,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5e8c8d000bec2302d2fe6986&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=65804ae0530ac8e1e436c722,,,1,10,2,20,3,25,4,92,7,102,,58,5,74,20063,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1b183bc1-92c2-4eec-b03b-aa26f881ccba
﻿,0,,,2023-12-18 14:51:07.528805,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5deeb32358776a562dfec663,,,-1,-3,-2,1,-3,-3,-1,-1,-2,1,-2,-2,-3,-1,-3,9,6,3,15,,20,32,29,,130,2m:10s,AnonymousUser,5deeb32358776a562dfec663,647e1520657b3e741e290106,65805c4adea71491545881ff,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5deeb32358776a562dfec663&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=65805c4adea71491545881ff,,,1,9,2,15,3,18,4,79,6,47,5,114,,94,20067,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e430f22c-6ca2-482a-856e-659edae161d4
﻿,0,,,2023-12-18 16:04:10.234894,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,,,,1,-2,-2,1,1,-3,1,-1,-1,1,1,1,-1,1,-1,6,19,3,9,,26,21,16,,125,2m:5s,AnonymousUser,60ff1539d9a91f7b81bb2806,647e1333ecfafc675f9b0499,65806d635d69e26ddbce8926,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=60ff1539d9a91f7b81bb2806&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=65806d635d69e26ddbce8926,,,1,6,2,25,3,28,4,71,6,80,7,101,,45,20071,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,77fc5d27-8d38-4389-acce-140c5493c30a
﻿,0,,,2023-12-18 16:49:39.697282,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5f0c8dceb8a5fc62df5e05dc,,,-2,1,-1,1,-1,1,1,-1,-3,-3,-2,-2,1,-3,-1,9,10,2,11,13,12,,22,,91,1m:31s,AnonymousUser,5f0c8dceb8a5fc62df5e05dc,647e14799b46b0e21c3c5ce1,6580780a567ed663d173f0bf,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5f0c8dceb8a5fc62df5e05dc&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6580780a567ed663d173f0bf,,,1,9,2,19,3,21,4,68,7,79,,43,5,56,20075,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,cd3621c0-bf9b-47b5-9297-2eee8db71d66
﻿,0,,,2023-12-18 17:07:50.909395,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,63e54f85240b204e36ec6f4b,,,1,-1,-1,-3,-1,-2,-2,-1,-3,1,1,-1,1,,1,6,7,4,,6,5,7,11,,51,0m:51s,AnonymousUser,63e54f85240b204e36ec6f4b,647e14799b46b0e21c3c5ce1,65807c521d3289b0857c2d29,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63e54f85240b204e36ec6f4b&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=65807c521d3289b0857c2d29,,,1,6,2,13,3,17,4,46,,39,7,33,6,28,20077,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0f170bca-8b26-43f9-b5a7-a3ec7f04d109
﻿,0,,,2023-12-18 21:43:11.842391,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6112bcc91bdbb0fa7c0309c4,,,1,-1,-1,1,1,-2,1,-1,-1,1,1,1,1,1,-1,5,6,,12,21,,17,31,,105,1m:45s,AnonymousUser,6112bcc91bdbb0fa7c0309c4,647e1333ecfafc675f9b0499,6580bcdfa0f55db8121bc6dd,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6112bcc91bdbb0fa7c0309c4&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6580bcdfa0f55db8121bc6dd,,,1,5,2,11,,,2,31,3,43,4,60,5,81,20086,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,None,0806f3a4-6b59-4834-9289-fb7034cf26d9
﻿,0,,,2023-12-19 00:07:14.704479,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5b197b8088ee7400012ae154,,,-1,-3,-2,-2,-1,-1,-1,-2,-2,-2,-1,1,-2,-1,-3,7,18,5,15,14,15,,17,,109,1m:49s,AnonymousUser,5b197b8088ee7400012ae154,647e158528ccd252f9e1378b,6580dea313770da32fee5432,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5b197b8088ee7400012ae154&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6580dea313770da32fee5432,,,1,7,2,25,3,30,4,47,5,91,,62,6,76,20089,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,f9ff8587-ba96-4ecd-bfc5-67d4a941fad4
﻿,0,,,2023-12-19 08:57:39.047277,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,62fbe4c86d484357b6adbc36,,,1,-1,-3,-3,1,-1,-1,-1,-1,1,-1,-3,-3,1,1,4,12,2,,21,405,6,9,,467,7m:47s,AnonymousUser,62fbe4c86d484357b6adbc36,647e14799b46b0e21c3c5ce1,65815a9b79fe07d82c5d14e6,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=62fbe4c86d484357b6adbc36&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=65815a9b79fe07d82c5d14e6,,,1,4,2,16,3,18,4,459,,48,6,27,5,54,20096,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,bad0f28b-543c-4615-89d7-cdb7199bb6e0
﻿,0,,,2023-12-19 09:20:33.032686,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5d22feb0b8ed690016324476,,,1,1,-1,,1,-1,,1,,1,,,-1,-2,-1,18,6,4,27,16,15,,15,24,102,1m:42s,AnonymousUser,5d22feb0b8ed690016324476,647e158528ccd252f9e1378b,65816007a4ffcb609d756c72,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5d22feb0b8ed690016324476&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=65816007a4ffcb609d756c72,,,1,18,2,10,3,14,4,60,7,87,,29,5,45,20097,6,,,,,,10,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,None,629c40b1-4fb3-466f-92c3-5a522881937a
﻿,0,,,2023-12-19 11:50:15.677850,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,60e0d939d0cb71bd7c6f9d59,,,1,-3,-2,-3,-1,-2,1,-2,-1,-1,-2,-3,-1,-2,-3,9,10,12,16,,28,23,18,,133,2m:13s,AnonymousUser,60e0d939d0cb71bd7c6f9d59,647e158528ccd252f9e1378b,658183622b71f0bc7a75a671,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=60e0d939d0cb71bd7c6f9d59&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=658183622b71f0bc7a75a671,,,1,9,2,19,3,31,4,101,7,49,5,117,,72,20103,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0bbe05aa-24a3-441f-ac7d-0355fbdf9f17
﻿,0,,,2023-12-19 16:51:34.938766,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,6440648399fae26fea19c2e6,,,-1,-1,-2,1,-3,-3,-3,-1,-2,1,-1,-2,1,-1,1,15,4,7,,11,19,19,22,,111,1m:51s,AnonymousUser,6440648399fae26fea19c2e6,647e158528ccd252f9e1378b,6581c9fbe00df13fb20689ee,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=6440648399fae26fea19c2e6&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=6581c9fbe00df13fb20689ee,,,1,15,2,19,3,26,4,97,,48,5,67,6,78,20105,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,9bf2ee9d-7da3-47ff-8b4d-ea849d1e717c
﻿,0,,,2023-12-19 21:53:11.728645,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5efa27ec1c76730eff3dad8e,,,1,-2,-3,1,-1,-2,1,-3,-1,1,-1,-2,-3,-2,-3,10,12,6,14,,29,26,28,,143,2m:23s,AnonymousUser,5efa27ec1c76730eff3dad8e,647e158528ccd252f9e1378b,658210b8c7ea0aad847b8446,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5efa27ec1c76730eff3dad8e&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=658210b8c7ea0aad847b8446,,,1,10,2,22,3,28,4,56,5,70,6,126,,97,20113,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,c7c29184-0727-4b94-8b59-1c46c195ec0a
﻿,0,,,2023-12-20 07:39:57.109045,9aeacec5-7402-425a-aa1f-5c7714f864c5,instagram_1month_MAP__flat,1,5b89ad4819110c0001eb707c,,,-2,1,-3,-2,-3,-1,-2,1,1,-2,1,1,-2,1,-1,56,6,6,,16,15,21,17,1,155,2m:35s,AnonymousUser,5b89ad4819110c0001eb707c,647e158528ccd252f9e1378b,65829a01bdd64303539a3823,https://testxr.org/projects/survey/prolific/9aeacec5-7402-425a-aa1f-5c7714f864c5/?PROLIFIC_PID=5b89ad4819110c0001eb707c&STUDY_ID=647e158528ccd252f9e1378b&SESSION_ID=65829a01bdd64303539a3823,,,1,57,2,63,3,70,4,140,,103,6,124,7,87,20120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,3b7a160c-5c7b-41e9-9c7e-abadc70e18b5
﻿,0,,,2023-12-20 09:11:04.430470,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,613d26f2a8181d7867f18fc3,,,1,-2,-1,1,1,1,-2,-2,-1,-2,-1,-1,-2,-2,-3,18,5,2,22,17,,39,5,,166,2m:46s,AnonymousUser,613d26f2a8181d7867f18fc3,647e14799b46b0e21c3c5ce1,6582af8d8074f221a04cdcde,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=613d26f2a8181d7867f18fc3&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=6582af8d8074f221a04cdcde,,,1,18,2,23,3,26,4,76,6,98,7,59,5,137,20121,,31,9,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,6db88448-3dc6-4a8d-a0be-4860766035ac
